VoterID,Name,Eligible
VOTER1753,Olivia Thomas,No
VOTER1754,Sarah Wilson,Yes
VOTER1755,Sarah Wilson,Yes
VOTER1756,Olivia Thomas,No
VOTER1757,Alice Johnson,No
VOTER1758,Alice Johnson,No
VOTER1759,Sarah Wilson,Yes
VOTER1760,Bob Williams,Yes
VOTER1761,Sarah Wilson,Yes
VOTER1762,Sarah Wilson,Yes
VOTER1763,Sarah Wilson,Yes
VOTER1764,Olivia Thomas,No
VOTER1765,Bob Williams,Yes
VOTER1766,Olivia Thomas,No
VOTER1767,Olivia Thomas,No
VOTER1768,Alice Johnson,No
VOTER1769,Sarah Wilson,Yes
VOTER1770,Sarah Wilson,Yes
VOTER1771,Michael Davis,Yes
VOTER1772,Jane Smith,Yes
VOTER1773,Daniel Martinez,Yes
VOTER1774,Sarah Wilson,Yes
VOTER1775,Sarah Wilson,Yes
VOTER1776,John Doe,Yes
VOTER1777,Sarah Wilson,Yes
VOTER1778,Sarah Wilson,Yes
VOTER1779,Sarah Wilson,Yes
VOTER1780,Sarah Wilson,Yes
VOTER1781,Sarah Wilson,Yes
VOTER1782,Sarah Wilson,Yes
VOTER1783,Alice Johnson,No
VOTER1784,Alice Johnson,No
VOTER1785,Sarah Wilson,Yes
VOTER1786,Olivia Thomas,No
VOTER1787,John Doe,Yes
VOTER1788,Olivia Thomas,No
VOTER1789,Jane Smith,Yes
VOTER1790,David Anderson,Yes
VOTER1791,Sarah Wilson,Yes
VOTER1792,Alice Johnson,No
VOTER1793,Sarah Wilson,Yes
VOTER1794,Alice Johnson,No
VOTER1795,Sarah Wilson,Yes
VOTER1796,Sarah Wilson,Yes
VOTER1797,Michael Davis,Yes
VOTER1798,Sarah Wilson,Yes
VOTER1799,Bob Williams,Yes
VOTER1800,Sarah Wilson,Yes
VOTER1801,John Doe,Yes
VOTER1802,Olivia Thomas,No
VOTER1803,John Doe,Yes
VOTER1804,Michael Davis,Yes
VOTER1805,Sarah Wilson,Yes
VOTER1806,Sarah Wilson,Yes
VOTER1807,Sarah Wilson,Yes
VOTER1808,Olivia Thomas,No
VOTER1809,Jane Smith,Yes
VOTER1810,Emily Brown,Yes
VOTER1811,Sarah Wilson,Yes
VOTER1812,Daniel Martinez,Yes
VOTER1813,Sarah Wilson,Yes
VOTER1814,Michael Davis,Yes
VOTER1815,Sarah Wilson,Yes
VOTER1816,Sarah Wilson,Yes
VOTER1817,David Anderson,Yes
VOTER1818,Jane Smith,Yes
VOTER1819,Sarah Wilson,Yes
VOTER1820,Sarah Wilson,Yes
VOTER1821,Jane Smith,Yes
VOTER1822,Sarah Wilson,Yes
VOTER1823,Sarah Wilson,Yes
VOTER1824,Olivia Thomas,No
VOTER1825,Michael Davis,Yes
VOTER1826,Olivia Thomas,No
VOTER1827,Sarah Wilson,Yes
VOTER1828,Olivia Thomas,No
VOTER1829,Sarah Wilson,Yes
VOTER1830,Emily Brown,Yes
VOTER1831,Jane Smith,Yes
VOTER1832,Michael Davis,Yes
VOTER1833,Sarah Wilson,Yes
VOTER1834,Sarah Wilson,Yes
VOTER1835,Bob Williams,Yes
VOTER1836,Sarah Wilson,Yes
VOTER1837,Sarah Wilson,Yes
VOTER1838,Sarah Wilson,Yes
VOTER1839,Sarah Wilson,Yes
VOTER1840,Jane Smith,Yes
VOTER1841,Sarah Wilson,Yes
VOTER1842,Sarah Wilson,Yes
VOTER1843,John Doe,Yes
VOTER1844,Sarah Wilson,Yes
VOTER1845,Michael Davis,Yes
VOTER1846,Sarah Wilson,Yes
VOTER1847,Sarah Wilson,Yes
VOTER1848,Sarah Wilson,Yes
VOTER1849,Sarah Wilson,Yes
VOTER1850,Jane Smith,Yes
VOTER1851,Sarah Wilson,Yes
VOTER1852,Olivia Thomas,No
VOTER1853,Olivia Thomas,No
VOTER1854,Michael Davis,Yes
VOTER1855,Alice Johnson,No
VOTER1856,Michael Davis,Yes
VOTER1857,Sarah Wilson,Yes
VOTER1858,Alice Johnson,No
VOTER1859,Jane Smith,Yes
VOTER1860,Alice Johnson,No
VOTER1861,Sarah Wilson,Yes
VOTER1862,Jane Smith,Yes
VOTER1863,Sarah Wilson,Yes
VOTER1864,Bob Williams,Yes
VOTER1865,Michael Davis,Yes
VOTER1866,Sarah Wilson,Yes
VOTER1867,Alice Johnson,No
VOTER1868,Sarah Wilson,Yes
VOTER1869,Alice Johnson,No
VOTER1870,Bob Williams,Yes
VOTER1871,Jane Smith,Yes
VOTER1872,Sarah Wilson,Yes
VOTER1873,Bob Williams,Yes
VOTER1874,Bob Williams,Yes
VOTER1875,Jane Smith,Yes
VOTER1876,Bob Williams,Yes
VOTER1877,Michael Davis,Yes
VOTER1878,John Doe,Yes
VOTER1879,Sarah Wilson,Yes
VOTER1880,Alice Johnson,No
VOTER1881,Sarah Wilson,Yes
VOTER1882,Michael Davis,Yes
VOTER1883,Sarah Wilson,Yes
VOTER1884,Sarah Wilson,Yes
VOTER1885,Alice Johnson,No
VOTER1886,Jane Smith,Yes
VOTER1887,Michael Davis,Yes
VOTER1888,Sarah Wilson,Yes
VOTER1889,Jane Smith,Yes
VOTER1890,Sarah Wilson,Yes
VOTER1891,Michael Davis,Yes
VOTER1892,John Doe,Yes
VOTER1893,Michael Davis,Yes
VOTER1894,Sarah Wilson,Yes
VOTER1895,John Doe,Yes
VOTER1896,Sarah Wilson,Yes
VOTER1897,Sarah Wilson,Yes
VOTER1898,Sarah Wilson,Yes
VOTER1899,Jane Smith,Yes
VOTER1900,Olivia Thomas,No
VOTER1901,Emily Brown,Yes
VOTER1902,Sarah Wilson,Yes
VOTER1903,Alice Johnson,No
VOTER1904,Sarah Wilson,Yes
VOTER1905,Daniel Martinez,Yes
VOTER1906,Olivia Thomas,No
VOTER1907,Sarah Wilson,Yes
VOTER1908,John Doe,Yes
VOTER1909,John Doe,Yes
VOTER1910,Sarah Wilson,Yes
VOTER1911,Olivia Thomas,No
VOTER1912,Bob Williams,Yes
VOTER1913,Bob Williams,Yes
VOTER1914,John Doe,Yes
VOTER1915,David Anderson,Yes
VOTER1916,Sarah Wilson,Yes
VOTER1917,Michael Davis,Yes
VOTER1918,Sarah Wilson,Yes
VOTER1919,Alice Johnson,No
VOTER1920,Alice Johnson,No
VOTER1921,Michael Davis,Yes
VOTER1922,Emily Brown,Yes
VOTER1923,Jane Smith,Yes
VOTER1924,David Anderson,Yes
VOTER1925,Bob Williams,Yes
VOTER1926,Emily Brown,Yes
VOTER1927,Jane Smith,Yes
VOTER1928,John Doe,Yes
VOTER1929,Olivia Thomas,No
VOTER1930,Sarah Wilson,Yes
VOTER1931,Bob Williams,Yes
VOTER1932,Sarah Wilson,Yes
VOTER1933,John Doe,Yes
VOTER1934,Olivia Thomas,No
VOTER1935,Bob Williams,Yes
VOTER1936,Sarah Wilson,Yes
VOTER1937,Sarah Wilson,Yes
VOTER1938,Bob Williams,Yes
VOTER1939,Sarah Wilson,Yes
VOTER1940,Olivia Thomas,No
VOTER1941,Sarah Wilson,Yes
VOTER1942,John Doe,Yes
VOTER1943,Michael Davis,Yes
VOTER1944,Sarah Wilson,Yes
VOTER1945,Alice Johnson,No
VOTER1946,Alice Johnson,No
VOTER1947,John Doe,Yes
VOTER1948,Sarah Wilson,Yes
VOTER1949,Jane Smith,Yes
VOTER1950,Sarah Wilson,Yes
VOTER1951,Jane Smith,Yes
VOTER1952,Sarah Wilson,Yes
VOTER1953,Sarah Wilson,Yes
VOTER1954,Bob Williams,Yes
VOTER1955,Sarah Wilson,Yes
VOTER1956,Olivia Thomas,No
VOTER1957,John Doe,Yes
VOTER1958,Olivia Thomas,No
VOTER1959,Jane Smith,Yes
VOTER1960,Sarah Wilson,Yes
VOTER1961,John Doe,Yes
VOTER1962,Bob Williams,Yes
VOTER1963,John Doe,Yes
VOTER1964,Olivia Thomas,No
VOTER1965,Sarah Wilson,Yes
VOTER1966,Olivia Thomas,No
VOTER1967,John Doe,Yes
VOTER1968,Olivia Thomas,No
VOTER1969,John Doe,Yes
VOTER1970,Sarah Wilson,Yes
VOTER1971,Olivia Thomas,No
VOTER1972,Sarah Wilson,Yes
VOTER1973,Bob Williams,Yes
VOTER1974,Sarah Wilson,Yes
VOTER1975,Sarah Wilson,Yes
VOTER1976,Sarah Wilson,Yes
VOTER1977,Michael Davis,Yes
VOTER1978,Sarah Wilson,Yes
VOTER1979,Olivia Thomas,No
VOTER1980,Sarah Wilson,Yes
VOTER1981,Sarah Wilson,Yes
VOTER1982,Sarah Wilson,Yes
VOTER1983,Sarah Wilson,Yes
VOTER1984,Sarah Wilson,Yes
VOTER1985,Sarah Wilson,Yes
VOTER1986,Sarah Wilson,Yes
VOTER1987,Olivia Thomas,No
VOTER1988,Jane Smith,Yes
VOTER1989,Jane Smith,Yes
VOTER1990,Olivia Thomas,No
VOTER1991,John Doe,Yes
VOTER1992,Michael Davis,Yes
VOTER1993,Sarah Wilson,Yes
VOTER1994,Bob Williams,Yes
VOTER1995,Sarah Wilson,Yes
VOTER1996,Sarah Wilson,Yes
VOTER1997,Emily Brown,Yes
VOTER1998,Sarah Wilson,Yes
VOTER1999,David Anderson,Yes
